id,original_title,overview,release_date,popularity,vote_average,vote_count
87436,The ABCs of Death,"An ambitious anthology film featuring segments directed by over two dozen of the world's leading talents in contemporary genre film. Inspired by children's educational ABC books, the film comprises 26 individual chapters, each helmed by a different director assigned a letter of the alphabet. The directors were then given free reign in choosing a word to create a story involving death.",3/8/2013,8.769,4.951,597
10384,Supernova,"Set in the 22nd century, when a battered salvage ship sends out a distress signal, the seasoned crew of the rescue hospital ship Nova-17 responds. What they find is a black hole--that threatens to destroy both ships--and a mysterious survivor whose body quickly mutates into a monstrous and deadly form.",1/14/2000,13.439,5,392
269173,The Anomaly,A former soldier is taken captive and awakens in the back of a van where he learns that he only has less than 10 minutes to figure out how he got there.,6/19/2014,6.51,4.9,329
8968,Boogeyman,"Every culture has one – the horrible monster fueling young children's nightmares. But for Tim, the Boogeyman still lives in his memories as a creature that devoured his father 16 years ago. Is the Boogeyman real, or did Tim make it up to explain why his father abandoned his family?",2/4/2005,22.352,4.9,761
20533,Jonah Hex,"Gunslinger Jonah Hex is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull, a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child.",6/18/2010,14.473,4.9,1442
42436,Natale in crociera,"Paolo Cioffa, as Christmas approaches, is ready to leave on a cruise with his mistress Magda Venni, freed by his wife Francesca Zanchi and his son Federico, who is about to go skiing.",12/14/2007,5.425,4.9,410
14620,The Butterfly Effect 2,"After his girlfriend, Julie, and two best friends are killed in a tragic auto accident, Nick struggles to cope with his loss and grief. Suffering from migraine-like seizures, Nick soon discovers that he has the power to change the past via his memories. However, his time-traveling attempts to alter the past and save his one true love have unexpected and dire consequences.",8/17/2006,20.589,4.9,916
254474,Zombeavers,College friends find their weekend of sex and debauchery ruined when deadly zombie beavers swarm their riverside cabin.,10/20/2014,10.805,4.932,711
10283,Friday the 13th Part VIII: Jason Takes Manhattan,"Jason ships out aboard a teen-filled ""love boat"" bound for New York, which he soon transforms into the ultimate voyage of the damned.",7/28/1989,19.896,4.9,1085
10213,From Dusk Till Dawn 3: The Hangman's Daughter,"Narrowly escaping death, outlaw Johnny Madrid goes on the run with the hangman's sensuous daughter Esmeralda by his side.",1/18/2000,14.351,4.9,354
329833,Zoolander 2,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,2/6/2016,16.475,4.921,2256
299245,The Gallows,"20 years after a horrific accident during a small town school play, students at the school resurrect the failed show in a misguided attempt to honor the anniversary of the tragedy - but soon discover that some things are better left alone.",7/9/2015,8.717,4.92,938
520901,Doom: Annihilation,"A group of UAC Marines responds to a distress call from a top-secret scientific base on Phobos, a Martian moon, only to discover it's been overrun by demons.",9/30/2019,10.187,4.9,421
57876,Area 51,"Three young conspiracy theorists attempt to uncover the mysteries of Area 51, the government's secret location rumored to have hosted encounters with alien beings. What they find at this hidden facility exposes unimaginable secrets.",5/15/2015,10.052,4.9,593
241254,The Prince,A family man who turns out to be a retired mob enforcer must travel across the country to find his daughter who has gone missing.,8/22/2014,18.073,4.9,490
293572,The Houses October Built,"Beneath the fake blood and cheap masks of countless haunted house attractions across the country, there are whispers of truly terrifying alternatives. Looking to find an authentic, blood-curdling good fright for Halloween, five friends set off on a road trip in an RV to track down these underground Haunts. Just when their search seems to reach a dead end, strange and disturbing things start happening and it becomes clear that the Haunt has come to them…",10/10/2014,6.468,4.899,335
82657,Flight 7500,"Flight 7500 departs Los Angeles International Airport bound for Tokyo. As the overnight flight makes its way over the Pacific Ocean during its ten-hour course, the passengers encounter what appears to be a supernatural force in the cabin.",5/16/2014,10.797,4.903,554
241251,The Boy Next Door,"A recently cheated on married woman falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",1/23/2015,13.851,4.9,2039
55341,Jeepers Creepers 3,"Taking place on the last day of the Creeper’s twenty-three-day feeding frenzy, as the skeptical Sergeant Tubbs teams up with a task force hellbent on destroying the Creeper for good. The Creeper fights back in gory glory as its enemies grow closer than ever before to learning the secret of its dark origins.",9/26/2017,23.896,4.895,908
14125,Captivity,"The sought-after images of top model Jennifer adorn magazine covers and billboards worldwide. When alone at a club, she is abducted and incarcerated in a cell with another prisoner. When their captor subjects the two to torture, they commit to escaping the chamber of horrors before they're killed.",3/1/2007,9.088,4.893,430
654974,Home Sweet Home Alone,"After being left at home by himself for the holidays, 10-year-old Max Mercer must work to defend his home from a married couple who tries to steal back a valuable heirloom.",11/11/2021,16.737,4.891,637
226936,Aspirante vedovo,"A ne'er-do-well who's married to a millionnaire realizes his financial trouble might be solved if his wife was dead - and sets out a plot to achieve just that. A remake of Dino Risi's ""il vedovo"".",10/10/2013,4.341,4.9,405
11802,Space Chimps,Three chimps are sent into space to explore the possibility of alien life when an unmanned space shuttle crash lands on an uncharted planet.,6/25/2008,9.44,4.888,459
416160,The Vault,Two estranged sisters are forced to rob a bank in order to save their brother. But this is no ordinary bank.,9/1/2017,10.772,4.9,394
351819,Fifty Shades of Black,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,1/28/2016,18.261,4.887,1351
29426,Survival of the Dead,"On a small island off the coast of Delaware, two families are locked in a struggle for power and control over the fate of the undead.",5/6/2010,16.571,4.9,462
10067,The Shaggy Dog,The tale of a workaholic dad-turned-dog who finds that being man's best friend shows him the most important job - being a great dad.,3/9/2006,12.972,4.9,565
331962,Exposed,"After witnessing a miracle, a young Latina woman experiences strange things as a police detective searches for the truth behind his partner's death.",1/22/2016,8.462,4.876,536
505225,The Last Thing He Wanted,"At the turning point of the Iran-Contra affair, Elena McMahon, a fearless investigative journalist covering the 1984 US presidential campaign, puts herself in danger when she abandons her assigned task in order to fulfill the last wish of her ailing father, a mysterious man whose past activities she barely knows.",2/14/2020,9.342,4.9,509
10763,Dr. T & the Women,"A successful Texas gynecologist finds himself amid a bevy of women and their problems – his wife’s breakdown, his daughter's fake marriage, his other daughter’s conspiracy theories, and his secretary’s crush. Craving time for himself, he finds solace in a kind outsider.",9/13/2000,12.87,4.875,329
10710,Envy,A man becomes increasingly jealous of his friend's newfound success.,4/30/2004,7.28,4.874,510
9306,The Island of Dr. Moreau,A shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal DNA—with horrific results.,8/23/1996,12.058,4.9,516
11058,Godsend,"A couple agree to have their deceased son cloned under the supervision of an enigmatic doctor, but bizarre things start to happen years after his rebirth.",4/30/2004,7.771,4.9,491
643215,Astérix & Obélix : L'Empire du Milieu,Gallic heroes and forever friends Asterix and Obelix journey to China to help Princess Sa See save the Empress and her land from a nefarious prince.,2/1/2023,21.389,4.9,1016
12212,Urban Legends: Final Cut,"The making of a horror movie takes on a terrifying reality for students at the most prestigious film school in the country. At Alpine University, someone is determined to win the best film award at any cost - even if it means eliminating the competition. No one is safe and everyone is a suspect.",9/22/2000,12.074,4.9,481
70586,Setup,"A group of friends plan out a detailed heist that turns deadly when one betrays the other by taking off with the goods. Taking matters into his own hands, Sonny seeks out his revenge teaming up with the most dangerous mob boss in town to get back what is rightfully his. When he finally comes face to face with his longtime friend he will be forced to make a life changing choice.",10/17/2011,12.638,4.859,417
11127,Starship Troopers 3: Marauder,"The war against the Bugs continues! A Federation Starship crash-lands on the distant Alien planet OM-1, stranding beloved leader Sky Marshal Anoke and several others, including comely but tough pilot Lola Beck. It's up to Colonel/General Johnny Rico, reluctant hero of the original Bug Invasion on Planet P, to lead a team of Troopers on a daring rescue mission.",7/19/2008,17.577,4.9,537
11470,Jason X,"In the year 2455, Old Earth is now a contaminated planet abandoned for centuries -- a brown world of violent storms, toxic landmasses and poisonous seas. Yet humans have returned to the deadly place that they once fled, not to live, but to research the ancient, rusting artifacts of the long-gone civilizations. But it's not the harmful environment that could prove fatal to the intrepid, young explorers who have just landed on Old Earth. For them, it's Friday the 13th, and Jason lives!",11/9/2001,22.172,4.9,1388
42433,Natale in India,"Destinies intertwined for two antithetical people who meet during a trip to India, where lots of misunderstandings and funny situations will take place.",12/19/2003,5.99,4.856,543
14456,Shrooms,"A group of American teens comes to Ireland to visit a friend who takes them on a camping trip in search of the local, fabled magic mushrooms. When the psychedelics start taking hold, the panicked friends are attacked by ghostly creatures; but how can they determine whether what they are experiencing is reality or hallucination?",8/16/2007,10.265,4.856,375
6116,Spice World,World famous pop group the Spice Girls zip around London in their luxurious double decker tour bus having various adventures and performing for their fans.,12/18/1997,6.649,4.8,468
267806,V/H/S: Viral,"As the streets of Los Angeles overflow with camera-wielding gawkers seeking to capture images of a bizarre police pursuit, the same people who sought to exploit the suffering of others for amusement on the Internet become the stars of a gruesome viral video from which no one gets out alive.",11/21/2014,9.244,4.8,621
10077,A Sound of Thunder,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways.",5/15/2005,15.214,4.843,396
5550,RoboCop 3,"The mega corporation Omni Consumer Products is still bent on creating their pet project, Delta City, to replace the rotting city of Detroit. Unfortunately, the inhabitants of the area have no intention of abandoning their homes simply for desires of the company. To this end, OCP have decided to force them to leave by employing a ruthless mercenary army to attack and harass them. An underground resistance begins and in this fight, RoboCop must decide where his loyalties lie.",1/21/1993,16.285,4.8,1303
14324,Virgin Territory,"In Black Death era Tuscany, as in the Decameron, ten young Florentines take refuge from the plague. But instead of telling stories, they have lusty adventures, bawdy exchanges, romance, swordplay, randy nuns, Saracen pirates, and a sexy cow.",12/17/2007,38.706,4.8,332
590706,Jiu Jitsu,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.",11/20/2020,11.468,4.83,616
3134,Baise-moi,"Nadine and Manu are two mad women, as tidy as can be, almost perfectionists. They have several things in common: extreme sex, drugs, beer and the trigger. They find the solution to their problems with guns and beware to those who dare to get in their way!",6/28/2000,23.087,4.8,444
38277,Camping 2,"Jean-Pierre Savelli is a forty-something employee of an insurance company in Clermont-Ferrand who finds himself facing a mid-life crisis. When his fiancée Valérie decides to put their relationship on hold, he changes his holiday plans and heads for the Flots Bleus camping site near Arcachon. Jean-Pierre had been hoping for peace and calm. Instead he meets Patrick Chirac and his entourage of inveterate holidaymakers...",4/21/2010,6.181,4.817,634
456048,The Humanity Bureau,In 2030 the world is in a permanent state of economic recession and facing serious environmental problems as a result of global warming.,7/11/2017,7.222,4.8,366
12211,Highlander: Endgame,"Immortals Connor and Duncan Macleod join forces against a man from Connor's distant past in the highlands of Scotland, Kell, an immensely powerful immortal who leads an army of equally powerful and deadly immortal swordsmen and assassins. No immortal alive has been able to defeat Kell yet, and neither Connor nor Duncan are skilled enough themselves to take him on and live. The two of them eventually come to one inevitable conclusion; one of them must die so that the combined power of both the Highlanders can bring down Kell for good. There can be only one... the question is, who will it be?",9/1/2000,11.835,4.8,415
437739,Le Manoir,"A band of students comes to celebrate the New Year in an old manor house isolated from everything. But soon after their arrival, strange events disrupt the atmosphere, before the party turns squarely to the nightmare ...",6/21/2017,5.861,4.8,475
21943,Ho voglia di te,A macho type man becomes entangled with an independent-minded girl.,3/9/2007,4.999,4.811,355
459616,Alad'2,"After freeing Baghdad from its terrible ruler, Aladin delays his marriage to the princess until a new dictator arrives to take over the city.",10/3/2018,11.413,4.807,388
803114,The Requin,"A couple on a romantic getaway find themselves stranded at sea when a tropical storm sweeps away their villa. In order to survive, they are forced to fight the elements, while sharks circle below.",1/28/2022,18.301,4.8,340
4258,Scary Movie 5,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.",4/11/2013,32.793,4.799,2824
188207,The Legend of Hercules,"In Ancient Greece 1200 B.C., a queen succumbs to the lust of Zeus to bear a son promised to overthrow the tyrannical rule of the king and restore peace to a land in hardship. But this prince, Hercules, knows nothing of his real identity or his destiny. He desires only one thing: the love of Hebe, Princess of Crete, who has been promised to his own brother. When Hercules learns of his greater purpose, he must choose: to flee with his true love or to fulfill his destiny and become the true hero of his time. The story behind one of the greatest myths is revealed in this action-packed epic - a tale of love, sacrifice and the strength of the human spirit.",1/10/2014,27.775,4.8,1332
916740,Brazen,Mystery writer Grace Miller has killer instincts when it comes to motive - and she'll need every bit of expertise to help solve her sister's murder.,1/13/2022,13.331,4.8,372
74997,The Human Centipede 2 (Full Sequence),"Inspired by the fictional Dr. Heiter, disturbed loner Martin dreams of creating a 12-person centipede and sets out to realize his sick fantasy.",10/6/2011,26.944,4.8,1332
889,The Flintstones in Viva Rock Vegas,"The Flintstones are at it again. The Flintstones and the Rubbles head for Rock Vegas with Fred hoping to court the lovely Wilma. Nothing will stand in the way of love, except for the conniving Chip Rockefeller who is the playboy born in Baysville but who has made it in the cutthroat town of Rock Vegas. Will Fred win Wilma's love?",4/28/2000,13.29,4.8,758
250066,American Heist,"Two brothers, both with troubled paths, find themselves in the middle of one last bank job.",9/11/2014,9.176,4.8,348
412547,Killing Gunther,"A group of eccentric assassins are fed up with Gunther, the world's greatest hitman, and decide to kill him – but their plan turns into a series of bungled encounters as Gunther seems to always be one step ahead.",9/22/2017,14.324,4.8,400
8285,The Spirit,"A Rookie cop named Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces from the shadows of Central City.  The Octopus, who kills anyone unfortunate enough to see his face, has other plans; he is going to wipe out the entire city.",12/25/2008,12.534,4.8,989
145221,Monsters: Dark Continent,"Seven years on from the events of Monsters, and the ‘Infected Zones’ have spread worldwide. Humans have been knocked off the top of the food chain, with disparate communities struggling for survival. American soldiers are being sent abroad to protect US interests from the Monsters, but the war is far from being won.",10/9/2014,11.658,4.762,363
14144,Daddy Day Camp,"Seeking to offer his son the satisfying summer camp experience that eluded him as a child, the operator of a neighborhood daycare center opens his own camp, only to face financial hardship and stiff competition from a rival camp.",8/8/2007,11.651,4.8,466
257345,The Darkness,A family returns from a Grand Canyon vacation with a supernatural presence in tow.,5/13/2016,11.584,4.8,610
2312,In the Name of the King: A Dungeon Siege Tale,"A man named Farmer sets out to rescue his kidnapped wife and avenge the death of his son – two acts committed by the Krugs, a race of animal-warriors who are controlled by the evil Gallian.",11/29/2007,10.664,4.7,849
298584,Cabin Fever,"While staying at a remote cabin for a week-long vacation, a group of five college friends succumb to an infectious, flesh-eating disease.",2/12/2016,10.856,4.743,445
43935,Dylan Dog: Dead of Night,"Supernatural private eye, Dylan Dog, seeks out the monsters of the Louisiana bayou in his signature red shirt, black jacket and blue jeans.",3/16/2011,6.89,4.7,502
8011,Highlander III: The Sorcerer,"Starts off in the 15th century, with Connor McLeod training with another immortal swordsman, the Japanese sorcerer Nakano. When an evil immortal named Kane kills the old wizard, the resulting battle leaves him buried in an underground cave. When Kane resurfaces in the 20th century to create havoc, it's up to McLeod to stop him.",11/29/1994,10.117,4.7,506
438970,Sharknado 5: Global Swarming,Fin and his wife April travel around the world to save their young son who's trapped inside a sharknado.,8/6/2017,10.913,4.7,331
13486,The Scorpion King 2: Rise of a Warrior,"The heroic tale of young Mathayus and his relentless quest for justice against an evil and powerful villain, King Sargon. Mathayus faces heart-stopping tribulations during his adventurous, odds-defying trajectory toward his ultimate destiny: becoming the formidable warrior king of an ancient desert empire.",7/19/2008,16.013,4.7,586
19543,Anacondas: Trail of Blood,"A genetically created Anaconda, cut in half, regenerates itself into two new aggressive giant snakes, due to the Blood Orchid.",2/27/2009,14.064,4.7,310
344268,Les Nouvelles Aventures d'Aladin,"A pair of losers working at department store plan to rob the place after it closes. When a bunch of kids show up begging for a story, the men launch into an improvised version of Aladdin.",10/14/2015,15.67,4.7,871
89899,Les infidèles,"Eight short films explore the subject of male infidelity. Serial cheaters, Fred and Greg, spend a night on the town doing what they do best, and with absolutely no regrets. The duo play various characters in assorted extracurricular situations, ranging from sexist to the darker sides of carnal desires.",2/29/2012,8.623,4.724,708
12699,Hellraiser: Hellworld,"When five hardcore Internet gamers are invited to a special party thrown by the website Hellworld, they endure a night of unspeakable terror.",9/6/2005,9.413,4.7,339
438689,Siberia,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",7/13/2018,10.351,4.7,574
375804,Camping 3,"Like every summer, our friends, the Pics, Jacky and Laurette, Gatineau, recently divorced from Sopie, and Patrick Chirac, ever true to form, get together at the Blue Waves camping grounds. This year, Patrick has decided to try car sharing. Believing that he'll travel through France alone with Vanessa, he finds himself accompanied by three young Dijon inhabitants: smooth-talking Robert, good-looking Benji and loudmouth José. Of course, after car sharing Patrick is forced to try out bed sharing...",6/29/2016,5.164,4.716,585
4226,Shriek If You Know What I Did Last Friday the Thirteenth,"In this horror parody, a masked serial killer menaces the town of Bulimia Falls with various sharp objects. Attention-seeking television personality Hagitha Utslay is soon on the scene, reporting on the ever-growing body count. Former mall security guard Doughy shows up to protect the teenage population, but he's clearly not much help, allowing the murderer to pick off even more hapless kids as numerous scary movies are referenced.",10/17/2000,13.101,4.7,308
8010,Highlander II: The Quickening,"In the year 2024, the ozone layer is believed to have been destroyed, and it's up to MacLeod and Ramirez to set things right. Opposition comes from both the planet Zeist (MacLeod and Ramirez's homeworld) and a corporation profiting from the supposed lack of ozone. Also, flashbacks show the story behind MacLeod and Ramirez's exile from Zeist.",1/13/1991,16.256,4.7,865
853588,Prey,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,9/10/2021,11.478,4.7,354
13009,Zombie Strippers!,"In the not too distant future a secret government re-animation chemo-virus gets released into conservative Sartre, Nebraska and lands in an underground strip club. As the virus begins to spread, turning the strippers into ""Super Zombie Strippers"" the girls struggle with whether or not to conform to the new ""fad"" even if it means there's no turning back.",4/18/2008,11.169,4.7,373
437375,Looking Glass,"A psycho- sexual thriller following a couple that buys an old motel in the desert looking for a new beginning, but what seemed at first as an escape is soon a thrilling ride through a mysterious world when Ray discovers a two way mirror and witnesses a horrifying murder. In a twisted game of cat and mouse, Ray must race to save his wife and himself from a gruesome secret connected to the motel and the strange people who visit there.",2/16/2018,16.367,4.7,307
13166,Freddy Got Fingered,"Unemployed cartoonist Gord Brody moves back in with his parents Jim and Julie and younger brother Freddy. When his parents demand he leave, he retaliates by spreading rumors that Jim is sexually abusing Freddy.",4/20/2001,12.414,4.7,440
46429,Gallowwalkers,"When a nun broke her covenant with God to save the life of  her unborn son, Aman, he was cursed for life. As an adult, Aman has killed those who have crossed him. But his curse brings his victims back to life and they pursue him for revenge, so Aman enlists a young gunman to fight by his side against his undead victims.",10/27/2012,10.156,4.7,338
168098,Cell,"When a strange signal pulsates through all cell phone networks worldwide, it starts a murderous epidemic of epic proportions when users become bloodthirsty creatures, and a group of people in New England are among the survivors to deal with the ensuing chaos after.",7/6/2016,22.754,4.7,1066
14863,Anaconda 3: Offspring,A mercenary-for-hire accepts a mission from a billionaire to capture a dangerous snake that could possibly help cure a terminal illness.,7/26/2008,14.246,4.7,329
297596,Dying of the Light,"Evan Lake, a veteran CIA agent, has been ordered to retire. But when his protégé uncovers evidence that Lake's nemesis, the terrorist Banir, has resurfaced, Lake goes rogue, embarking on a perilous, intercontinental mission to eliminate his sworn enemy.",12/4/2014,15.133,4.668,325
76487,The Devil Inside,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",1/6/2012,9.15,4.7,795
485415,Day of the Dead: Bloodline,"In a world overrun by zombies, military personnel and survivalists live in an underground bunker while they seek a cure.",12/29/2017,16.91,4.659,628
529983,The Poison Rose,"A down-on-his-luck PI is hired by his old flame to investigate a murder. But while the case at first appears routine, it slowly reveals itself to be a complex interwoven web of crimes, suspects and dead bodies.",5/23/2019,9.258,4.656,349
871964,W lesie dziś nie zaśnie nikt 2,"When something horrible happens to the only survivor of a bloody massacre, an insecure rookie cop must overcome his fears to stop further carnage.",10/27/2021,11.575,4.6,307
276905,Norm of the North,"Polar bear Norm and his three Arctic lemming buddies are forced out into the world once their icy home begins melting and breaking apart. Landing in New York, Norm begins life anew as a performing corporate mascot, only to discover that his new employers are directly responsible for the destruction of his polar home.",1/14/2016,10.909,4.6,342
17455,Hellraiser: Deader,"When a tough-as-nails reporter is lead to a mysterious cult and the evil Pinhead, any moment could be her last.",6/7/2005,10.945,4.6,329
10196,The Last Airbender,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",6/30/2010,26.497,4.6,4005
290825,Yoga Hosers,Two teenage yoga enthusiasts team up with a legendary man-hunter to battle with an ancient evil presence that is threatening their major party plans.,7/8/2016,6.072,4.6,441
420707,Cage Dive,"Three friends from California are filming an audition tape for an extreme reality game show. They document their journey to Australia where they will be doing their most dangerous activity.... Shark Cage Diving. A catastrophic turn of events leaves them in baited water full of Great White Sharks, turning their recording into a blood chilling diary of survival... and death.",8/11/2017,12.917,4.6,324
11546,Police Academy: Mission to Moscow,"The Russians seek help in dealing with the Mafia from the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",6/9/1994,15.398,4.6,886
15587,Safari,"Richard Dacier owns a tour agency specialized on organizing safaris for European tourists eager to confront the African wild life. Actually, he took the job after his father and never went into the savanna by himself. As he owes big money to some mobster, he is compelled to convey a fake tourist, with a suspicious suitcase, toward Mozambic. To avoid suspicion from the authorities, he is supposed to tour a group of tourists as usual. The only problem - he is completely unexperienced as a guide!",4/1/2009,7.004,4.622,336
331446,Sharknado 3: Oh Hell No!,"The sharks take bite out of the East Coast when the sharknado hits Washington, D.C. and Orlando, Florida.",7/22/2015,8.449,4.616,507
314,Catwoman,"Liquidated after discovering a corporate conspiracy, mild-mannered graphic artist Patience Phillips washes up on an island, where she's resurrected and endowed with the prowess of a cat — and she's eager to use her new skills... as a vigilante. Before you can say ""cat and mouse"", handsome gumshoe Tom Lone is on her tail, fascinated by both of her personas.",7/22/2004,17.371,4.617,3374
12095,From Dusk Till Dawn 2: Texas Blood Money,"A bank-robbing gang of misfits heads to Mexico with the blueprints for the perfect million-dollar heist, but when one of the crooks wanders into the wrong bar, the thieving cohorts develop a thirst for blood.",3/16/1999,14.814,4.6,470
2728,Postal,"The story begins with a regular Joe who tries desperately to seek employment, but embarks on a violent rampage when he teams up with cult leader Uncle Dave. Their first act is to heist an amusement park, only to learn that the Taliban are planning the same heist as well. Chaos ensues, and now the Postal Dude must not only take on terrorists but also political figures.",10/18/2007,10.823,4.614,347
78049,The Scorpion King 3: Battle for Redemption,"Since his triumphant rise to power in the original blockbuster ""The Scorpion King"", Mathayus' kingdom has fallen and he's lost his queen to plague. Now an assassin for hire, he must defend a kingdom from an evil tyrant and his ghost warriors for the chance to regain the power and glory he once knew. Starring Ron Perlman (""Hellboy"") and Billy Zane (""Titanic""), and featuring 6-time WWE champion Dave Bautista and UFC star Kimbo Slice, ""The Scorpion King 3: Battle for Redemption"" takes ""The Mummy"" phenomenon to an all-new level of epic action and non-stop adventure.",1/17/2012,14.937,4.6,346
11667,Street Fighter,Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.,12/23/1994,16.726,4.6,1500
79316,Devil's Due,An unexpected pregnancy takes a terrifying turn for newlyweds Zach and Samantha McCall.,1/8/2014,13.462,4.6,525
765119,The Bubble,Sneaking out. Hooking up. Melting down. The cast and crew of a blockbuster action franchise attempt to shoot a sequel while quarantining at a posh hotel.,3/25/2022,9.979,4.608,465
146203,The Last Exorcism Part II,"As Nell Sweetzer tries to build a new life, the evil force that once possessed her returns with an even more horrific plan.",2/28/2013,12.768,4.6,542
11442,Halloween: Resurrection,Reality programmers at DangerTainment select a group of thrill-seeking teenagers to spend one night in the childhood home of serial killer Michael Myers. Their planned live broadcast turns deadly when Michael decides to crash the party.,7/1/2002,11.351,4.6,1284
87818,Movie 43,A series of interconnected short films are the backdrop for a maniac screenwriter who pitches insane storylines featuring some of Hollywood's biggest and brightest.,1/24/2013,20.435,4.605,2349
1639,Speed 2: Cruise Control,"A disgruntled former employee hijacks the Seabourn Legend cruise liner. Set on a fixed course, without any means of communication and at the mercy of the hijacker, it's up to the one cop on vacation, and his soon to be fiancé (hopefully) Annie, to regain control of it before it kills the passengers and causes an environmental disaster. Insurmountable and daunting tasks awaits them on their  perilous journey throughout the ship trying to fend off the hijacker and save the passengers.",6/13/1997,13.373,4.604,1663
340674,Dark Crimes,"Tadek, a Polish detective, becomes suspicious of a controversial author when the incidents described in his unpublished novel resemble the inner workings of an unsolved murder.",10/12/2016,7.847,4.602,444
16780,The Return of the Texas Chainsaw Massacre,"After a group of Texas teenagers leave prom night early and get into a car crash in the woods, they employ the aid of a nearby insurance agent, who calls in her tow truck-driving boyfriend, Vilmer Slaughter. Unfortunately for them, Vilmer is a sadistic killer with a mechanical leg who introduces them to his brother, Leatherface, and the rest of their twisted family.",9/22/1995,17.513,4.596,686
13461,Melissa P.,"An adolescent girl, living with her mother and her grandmother, will have her first sexual experiences in a heavy and excessive way.",11/18/2005,22.986,4.6,564
10285,Jason Goes to Hell: The Final Friday,"Jason Voorhees is tracked down and blown to bits by a special FBI task force, reborn with the bone-chilling ability to assume the identity of anyone he touches.",8/13/1993,15.098,4.6,1010
11411,Superman IV: The Quest for Peace,"With global superpowers engaged in an increasingly hostile arms race, Superman leads a crusade to rid the world of nuclear weapons. But Lex Luthor, recently sprung from jail, is declaring war on the Man of Steel and his quest to save the planet. Using a strand of Superman's hair, Luthor synthesizes a powerful ally known as Nuclear Man and ignites an epic battle spanning Earth and space.",7/24/1987,16.564,4.6,1275
455551,The Recall,"When five friends vacation at a remote lake house, they expect nothing less then a good time, unaware that Earth is under attack by an alien invasion and mass-abductions.",6/2/2017,10.662,4.6,341
551808,Black Christmas,A group of sorority pledges are stalked by a stranger during their Christmas break. That is until the young women discover that the killer is part of an underground campus conspiracy.,12/11/2019,6.304,4.6,561
248504,Sharknado 2: The Second One,"A freak weather system turns its deadly fury on New York City, unleashing a Sharknado on the population and its most cherished, iconic sites - and only Fin and April can save the Big Apple.",7/31/2014,8.043,4.555,658
326425,Extraction,"When a former CIA operative is kidnapped by a group of terrorists, his son learns there is no plan for his father to be saved—so he launches his own rescue operation.",12/18/2015,11.959,4.5,381
407559,I Am the Pretty Thing That Lives in the House,A young nurse takes care of an elderly author who lives in a haunted house.,9/10/2016,8.035,4.5,572
28739,Cabin Fever 2: Spring Fever,A high school prom faces a deadly threat: a flesh-eating virus that spreads via a popular brand of bottled water.,8/11/2009,14.997,4.5,376
10253,디 워,"Based on the Korean legend, unknown creatures will return and devastate the planet. Reporter Ethan Kendrick is called in to investigate the matter.",8/1/2007,9.64,4.5,418
9536,Bio-Dome,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",1/12/1996,8.561,4.5,370
5857,I Know Who Killed Me,"An idyllic small town is rocked when Aubrey Fleming, a bright and promising young woman, is abducted and tortured by a sadistic serial killer. When she manages to escape, the traumatized girl who regains consciousness in the hospital insists that she is not who they think she is and that the real Aubrey Fleming is still in mortal danger.",7/27/2007,10.989,4.52,371
293452,The Disappointments Room,A mother and her young son release unimaginable horrors from the attic of their rural dream home.,9/9/2016,11.131,4.518,443
11586,Exorcist II: The Heretic,"Bizarre nightmares plague Regan MacNeil four years after her possession and exorcism. Has the demon returned? And if so, can the combined faith and knowledge of a Vatican investigator and a research specialist free her from its grasp?",6/17/1977,15.089,4.517,726
